Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Skills_list,Hire_binary,gender,ethnicity
645,Gregory Martin,"Cybersecurity, Networking, Ethical Hacking, Linux",9,PhD,AWS Certified,Cybersecurity Analyst,Hire,41733,0,100,"['cybersecurity', 'networking', 'ethical hacking', 'linux']",1,male,unknown
646,Susan Cobb,"NLP, TensorFlow, Pytorch",3,M.Tech,None,AI Researcher,Hire,115568,10,95,"['nlp', 'tensorflow', 'pytorch']",1,female,unknown
647,Crystal Ford,"SQL, Java",0,B.Sc,AWS Certified,Software Engineer,Reject,65854,6,50,"['sql', 'java']",0,female,unknown
648,Brittany Lee,"Pytorch, Python, TensorFlow",0,PhD,Google ML,AI Researcher,Reject,110862,6,55,"['pytorch', 'python', 'tensorflow']",0,female,unknown
649,Emily Young,"Machine Learning, Python",3,B.Tech,Deep Learning Specialization,Data Scientist,Reject,79722,2,60,"['machine learning', 'python']",0,female,unknown
650,Kathleen Farrell,"Linux, Cybersecurity, Ethical Hacking",10,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,56768,3,100,"['linux', 'cybersecurity', 'ethical hacking']",1,female,unknown
651,Anna Burch,"Python, Pytorch, NLP, TensorFlow",4,PhD,Deep Learning Specialization,AI Researcher,Hire,50369,8,100,"['python', 'pytorch', 'nlp', 'tensorflow']",1,female,unknown
652,Kelly Berg,"Pytorch, TensorFlow",3,B.Tech,AWS Certified,AI Researcher,Hire,58215,9,95,"['pytorch', 'tensorflow']",1,unknown,unknown
653,Mr. Kevin Guzman,"SQL, Java",1,M.Tech,None,Software Engineer,Reject,82703,0,20,"['sql', 'java']",0,male,Hispanic
654,Michael Ramirez,"Networking, Cybersecurity, Ethical Hacking, Linux",4,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,98013,4,90,"['networking', 'cybersecurity', 'ethical hacking', 'linux']",1,male,Hispanic
655,Steven Haney,"Ethical Hacking, Networking",9,B.Sc,Google ML,Cybersecurity Analyst,Hire,56987,1,100,"['ethical hacking', 'networking']",1,male,unknown
656,Sandra Brown,"C++, SQL, React, Java",6,PhD,AWS Certified,Software Engineer,Hire,43584,9,100,"['c++', 'sql', 'react', 'java']",1,female,unknown
657,Craig Howard,"Deep Learning, Machine Learning, Python, SQL",10,PhD,None,Data Scientist,Hire,116205,7,100,"['deep learning', 'machine learning', 'python', 'sql']",1,male,unknown
658,Edward Duncan,"Networking, Linux, Ethical Hacking, Cybersecurity",0,MBA,None,Cybersecurity Analyst,Reject,108549,2,30,"['networking', 'linux', 'ethical hacking', 'cybersecurity']",0,male,unknown
659,Frank Hart,"NLP, TensorFlow, Python",3,B.Tech,AWS Certified,AI Researcher,Hire,62695,9,100,"['nlp', 'tensorflow', 'python']",1,male,unknown
660,Robin Erickson,"Pytorch, NLP, Python",2,B.Tech,None,AI Researcher,Reject,85775,5,60,"['pytorch', 'nlp', 'python']",0,unknown,unknown
661,Brenda Hall,"Java, SQL",8,M.Tech,Google ML,Software Engineer,Hire,50950,8,100,"['java', 'sql']",1,female,unknown
662,Monica Williams,"Linux, Cybersecurity",2,PhD,None,Cybersecurity Analyst,Hire,41824,7,65,"['linux', 'cybersecurity']",1,female,unknown
663,Gregory Alvarez,"Deep Learning, Python, SQL, Machine Learning",0,PhD,None,Data Scientist,Reject,95742,2,30,"['deep learning', 'python', 'sql', 'machine learning']",0,male,Hispanic/Latino
664,Edward Williams,"Cybersecurity, Ethical Hacking, Networking",6,M.Tech,Google ML,Cybersecurity Analyst,Hire,108922,10,100,"['cybersecurity', 'ethical hacking', 'networking']",1,male,unknown
665,Debra Martinez,"Python, NLP, Pytorch, TensorFlow",8,B.Tech,AWS Certified,AI Researcher,Hire,71605,3,100,"['python', 'nlp', 'pytorch', 'tensorflow']",1,female,Hispanic/Latino
666,Mrs. Monica Thomas MD,"C++, Java, SQL, React",10,PhD,None,Software Engineer,Hire,79684,8,100,"['c++', 'java', 'sql', 'react']",1,female,unknown
667,William Gregory,"React, Java",3,B.Sc,None,Software Engineer,Reject,44106,0,40,"['react', 'java']",0,male,unknown
668,Breanna Archer,"Python, Pytorch",5,MBA,Deep Learning Specialization,AI Researcher,Hire,103073,10,100,"['python', 'pytorch']",1,female,unknown
669,Sarah Jones,"Python, Pytorch, NLP, TensorFlow",3,PhD,Deep Learning Specialization,AI Researcher,Hire,82727,9,100,"['python', 'pytorch', 'nlp', 'tensorflow']",1,female,unknown
670,Sara Brewer,"Deep Learning, Python, SQL",2,PhD,Deep Learning Specialization,Data Scientist,Reject,70971,3,60,"['deep learning', 'python', 'sql']",0,female,unknown
671,Tammy Chen,"Python, NLP, Pytorch, TensorFlow",0,B.Sc,Google ML,AI Researcher,Reject,106452,3,45,"['python', 'nlp', 'pytorch', 'tensorflow']",0,female,Asian
672,John Mooney,"Python, TensorFlow, NLP, Pytorch",5,M.Tech,None,AI Researcher,Hire,74282,7,100,"['python', 'tensorflow', 'nlp', 'pytorch']",1,male,unknown
673,Shane Burch,"C++, React",9,MBA,None,Software Engineer,Hire,113428,2,100,"['c++', 'react']",1,male,unknown
674,Zachary Simpson,"Ethical Hacking, Linux, Networking, Cybersecurity",0,B.Tech,Google ML,Cybersecurity Analyst,Reject,76108,5,55,"['ethical hacking', 'linux', 'networking', 'cybersecurity']",0,male,unknown
675,Alexandra Williams,"SQL, Python",10,PhD,AWS Certified,Data Scientist,Hire,64417,7,100,"['sql', 'python']",1,female,unknown
676,Danielle Lewis,"Ethical Hacking, Networking, Linux, Cybersecurity",0,B.Tech,Google ML,Cybersecurity Analyst,Hire,70943,8,70,"['ethical hacking', 'networking', 'linux', 'cybersecurity']",1,female,unknown
677,David Bradley,"SQL, Machine Learning, Deep Learning",4,B.Sc,None,Data Scientist,Reject,75186,1,60,"['sql', 'machine learning', 'deep learning']",0,male,unknown
678,Annette Greene,"SQL, Java, React, C++",5,M.Tech,Deep Learning Specialization,Software Engineer,Hire,60720,7,100,"['sql', 'java', 'react', 'c++']",1,female,unknown
679,Cheryl Cruz,"React, SQL, C++",6,M.Tech,Google ML,Software Engineer,Hire,100827,10,100,"['react', 'sql', 'c++']",1,female,Hispanic/Latino
680,Joseph Jackson,"Machine Learning, Python, Deep Learning, SQL",8,B.Sc,AWS Certified,Data Scientist,Hire,57448,0,100,"['machine learning', 'python', 'deep learning', 'sql']",1,male,unknown
681,Jessica Bradford,"Networking, Ethical Hacking",2,PhD,AWS Certified,Cybersecurity Analyst,Hire,106309,7,75,"['networking', 'ethical hacking']",1,female,unknown
682,Sandra Costa,"Python, TensorFlow, Pytorch, NLP",3,PhD,None,AI Researcher,Hire,63325,8,90,"['python', 'tensorflow', 'pytorch', 'nlp']",1,female,Hispanic/Latino
683,Thomas Sanders,"Linux, Cybersecurity",0,MBA,Google ML,Cybersecurity Analyst,Reject,89654,8,60,"['linux', 'cybersecurity']",0,male,unknown
684,Christine Trevino,"Java, C++",3,PhD,Deep Learning Specialization,Software Engineer,Hire,53518,7,85,"['java', 'c++']",1,female,Hispanic/Latino
685,Nicole Mercado,"React, Java",5,MBA,None,Software Engineer,Hire,75717,7,95,"['react', 'java']",1,female,Hispanic/Latino
686,Nicholas White,"TensorFlow, NLP",2,MBA,None,AI Researcher,Hire,99963,10,80,"['tensorflow', 'nlp']",1,male,unknown
687,Sarah Adams,"SQL, Java, C++, React",6,B.Sc,Deep Learning Specialization,Software Engineer,Hire,73268,8,100,"['sql', 'java', 'c++', 'react']",1,female,unknown
688,Kenneth Johnson,"Linux, Cybersecurity, Ethical Hacking",7,B.Tech,None,Cybersecurity Analyst,Hire,41678,8,100,"['linux', 'cybersecurity', 'ethical hacking']",1,male,unknown
689,Chelsea Friedman,"Pytorch, TensorFlow, Python, NLP",4,B.Sc,Google ML,AI Researcher,Hire,45453,5,95,"['pytorch', 'tensorflow', 'python', 'nlp']",1,female,unknown
690,Jennifer Shaw,"Python, TensorFlow",3,B.Sc,AWS Certified,AI Researcher,Hire,70067,3,65,"['python', 'tensorflow']",1,female,unknown
691,Victor Garza,"C++, Java",4,MBA,Deep Learning Specialization,Software Engineer,Hire,43297,2,70,"['c++', 'java']",1,male,Hispanic/Latino
692,Chelsea Harris,"NLP, Python, TensorFlow",7,MBA,AWS Certified,AI Researcher,Hire,49447,10,100,"['nlp', 'python', 'tensorflow']",1,female,unknown
693,Jeanette Garcia MD,"Cybersecurity, Linux",7,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,92129,3,100,"['cybersecurity', 'linux']",1,female,Hispanic/Latino
694,Lorraine Jordan,"Ethical Hacking, Linux, Networking, Cybersecurity",6,B.Sc,Google ML,Cybersecurity Analyst,Hire,59129,5,100,"['ethical hacking', 'linux', 'networking', 'cybersecurity']",1,female,unknown
695,Emily Meyer,"Cybersecurity, Ethical Hacking",2,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,84569,7,75,"['cybersecurity', 'ethical hacking']",1,female,unknown
696,Marcus Garrett,"Cybersecurity, Linux, Ethical Hacking, Networking",3,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,118062,8,100,"['cybersecurity', 'linux', 'ethical hacking', 'networking']",1,male,unknown
697,Jessica Griffin,"Machine Learning, Python, Deep Learning",2,M.Tech,Google ML,Data Scientist,Reject,56433,2,55,"['machine learning', 'python', 'deep learning']",0,female,unknown
698,Kristy Horton,"Linux, Ethical Hacking",4,B.Tech,None,Cybersecurity Analyst,Hire,110442,7,85,"['linux', 'ethical hacking']",1,female,unknown
699,Laura Little,"Cybersecurity, Networking, Linux",8,M.Tech,Google ML,Cybersecurity Analyst,Hire,68492,4,100,"['cybersecurity', 'networking', 'linux']",1,female,unknown
700,Ricky Alvarez,"Java, SQL",2,M.Tech,AWS Certified,Software Engineer,Hire,83473,10,90,"['java', 'sql']",1,male,Hispanic/Latino
701,Sarah Robinson,"Networking, Cybersecurity, Ethical Hacking, Linux",4,B.Tech,None,Cybersecurity Analyst,Hire,113477,2,70,"['networking', 'cybersecurity', 'ethical hacking', 'linux']",1,female,unknown
702,Stacey Bradford,"React, SQL",8,B.Sc,Deep Learning Specialization,Software Engineer,Hire,86416,8,100,"['react', 'sql']",1,female,unknown
703,Michael Mercado,"SQL, Java, C++",9,B.Tech,AWS Certified,Software Engineer,Hire,84959,6,100,"['sql', 'java', 'c++']",1,male,Hispanic/Latino
704,Brian Adams,"Pytorch, TensorFlow",9,B.Sc,Google ML,AI Researcher,Hire,61090,7,100,"['pytorch', 'tensorflow']",1,male,unknown
705,Sylvia Rogers,"Networking, Cybersecurity, Ethical Hacking, Linux",7,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,100153,6,100,"['networking', 'cybersecurity', 'ethical hacking', 'linux']",1,female,unknown
706,Stephanie Nguyen,"Pytorch, TensorFlow, NLP",4,M.Tech,Google ML,AI Researcher,Hire,63556,10,100,"['pytorch', 'tensorflow', 'nlp']",1,female,Asian
707,Bobby Palmer,"Java, SQL, React",3,MBA,AWS Certified,Software Engineer,Hire,104253,8,95,"['java', 'sql', 'react']",1,male,unknown
708,Melissa Deleon,"Machine Learning, Python, SQL",2,PhD,AWS Certified,Data Scientist,Hire,43703,5,70,"['machine learning', 'python', 'sql']",1,female,Hispanic
709,Ryan Silva,"NLP, TensorFlow",2,B.Sc,AWS Certified,AI Researcher,Hire,52471,10,90,"['nlp', 'tensorflow']",1,male,unknown
710,Dawn Bush,"Networking, Cybersecurity",3,PhD,None,Cybersecurity Analyst,Reject,93508,4,60,"['networking', 'cybersecurity']",0,female,unknown
711,Robert Simon,"Python, TensorFlow, NLP, Pytorch",4,B.Sc,None,AI Researcher,Hire,104295,6,90,"['python', 'tensorflow', 'nlp', 'pytorch']",1,male,unknown
712,Meagan Spencer,"C++, SQL, Java",6,PhD,AWS Certified,Software Engineer,Hire,80373,8,100,"['c++', 'sql', 'java']",1,female,unknown
713,Jeffrey Olson,"Python, TensorFlow",0,MBA,Google ML,AI Researcher,Reject,61991,1,25,"['python', 'tensorflow']",0,male,unknown
714,Marie Stevens,"NLP, TensorFlow, Python, Pytorch",1,MBA,Google ML,AI Researcher,Reject,61309,2,50,"['nlp', 'tensorflow', 'python', 'pytorch']",0,female,unknown
715,Jacob Ferrell,"C++, SQL, Java",0,M.Tech,AWS Certified,Software Engineer,Reject,41382,0,25,"['c++', 'sql', 'java']",0,male,unknown
716,David Frey,"Python, TensorFlow",6,B.Sc,Google ML,AI Researcher,Hire,116788,2,90,"['python', 'tensorflow']",1,male,unknown
717,Marissa Cook,"C++, SQL, React, Java",8,PhD,Deep Learning Specialization,Software Engineer,Hire,100202,5,100,"['c++', 'sql', 'react', 'java']",1,female,unknown
718,Melissa Patterson,"Networking, Ethical Hacking, Linux, Cybersecurity",4,PhD,None,Cybersecurity Analyst,Hire,52790,2,70,"['networking', 'ethical hacking', 'linux', 'cybersecurity']",1,female,unknown
719,Jason Elliott,"SQL, Machine Learning",4,MBA,Google ML,Data Scientist,Hire,42621,5,85,"['sql', 'machine learning']",1,male,unknown
720,Deanna Williams,"Pytorch, TensorFlow, Python, NLP",4,M.Tech,Google ML,AI Researcher,Hire,109802,3,85,"['pytorch', 'tensorflow', 'python', 'nlp']",1,female,unknown
721,Jessica Woods,"SQL, Deep Learning",4,PhD,None,Data Scientist,Hire,97719,8,90,"['sql', 'deep learning']",1,female,unknown
722,Albert Rivera,"Cybersecurity, Networking",3,PhD,None,Cybersecurity Analyst,Hire,42368,9,85,"['cybersecurity', 'networking']",1,male,Hispanic
723,Jennifer Moran,"Python, Machine Learning",8,B.Tech,AWS Certified,Data Scientist,Hire,59833,2,100,"['python', 'machine learning']",1,female,unknown
724,Christopher Campbell,"Ethical Hacking, Cybersecurity",9,MBA,None,Cybersecurity Analyst,Hire,44150,6,100,"['ethical hacking', 'cybersecurity']",1,male,unknown
725,Alan Moran,"C++, Java, SQL, React",2,M.Tech,AWS Certified,Software Engineer,Reject,54193,0,50,"['c++', 'java', 'sql', 'react']",0,male,unknown
726,Nicholas Stephens,"Python, Deep Learning, Machine Learning",8,B.Tech,Deep Learning Specialization,Data Scientist,Hire,110499,9,100,"['python', 'deep learning', 'machine learning']",1,male,unknown
727,Ryan Mason,"Machine Learning, Python, SQL",10,B.Sc,None,Data Scientist,Hire,84036,5,100,"['machine learning', 'python', 'sql']",1,male,unknown
728,Jennifer Morgan MD,"SQL, Machine Learning, Deep Learning",3,PhD,None,Data Scientist,Reject,91090,2,55,"['sql', 'machine learning', 'deep learning']",0,female,unknown
729,Nicholas Phillips,"Pytorch, Python, NLP",2,B.Tech,None,AI Researcher,Reject,94786,4,55,"['pytorch', 'python', 'nlp']",0,male,unknown
730,Andrea Beard,"React, C++",7,M.Tech,AWS Certified,Software Engineer,Hire,98988,10,100,"['react', 'c++']",1,female,unknown
731,Sarah Jones,"Linux, Networking, Cybersecurity",3,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,105232,1,60,"['linux', 'networking', 'cybersecurity']",0,female,unknown
732,Eugene Rodriguez,"Networking, Linux",2,B.Sc,Google ML,Cybersecurity Analyst,Reject,73879,2,50,"['networking', 'linux']",0,male,Hispanic
733,Vicki Murphy,"SQL, Machine Learning, Deep Learning, Python",5,PhD,AWS Certified,Data Scientist,Hire,91828,10,100,"['sql', 'machine learning', 'deep learning', 'python']",1,female,unknown
734,Kevin Baker,"C++, Java, React",5,MBA,AWS Certified,Software Engineer,Hire,76625,10,100,"['c++', 'java', 'react']",1,male,unknown
735,Preston Martin,"Networking, Ethical Hacking",1,PhD,Google ML,Cybersecurity Analyst,Hire,117535,8,70,"['networking', 'ethical hacking']",1,male,unknown
736,Justin Clark,"React, Java, C++",5,B.Tech,Google ML,Software Engineer,Hire,115813,0,75,"['react', 'java', 'c++']",1,male,unknown
737,Matthew Reed,"Ethical Hacking, Linux, Networking",3,M.Tech,None,Cybersecurity Analyst,Reject,95288,3,60,"['ethical hacking', 'linux', 'networking']",0,male,unknown
738,Matthew Kent,"Cybersecurity, Ethical Hacking",6,MBA,AWS Certified,Cybersecurity Analyst,Hire,56096,8,100,"['cybersecurity', 'ethical hacking']",1,male,unknown
739,Danny Brown,"Ethical Hacking, Linux, Networking",5,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,87063,5,100,"['ethical hacking', 'linux', 'networking']",1,male,unknown
740,Amanda Shea,"Deep Learning, SQL, Machine Learning",6,PhD,None,Data Scientist,Hire,79100,2,85,"['deep learning', 'sql', 'machine learning']",1,female,unknown
741,Jacob Chang,"Pytorch, Python, TensorFlow",5,MBA,AWS Certified,AI Researcher,Hire,77117,6,100,"['pytorch', 'python', 'tensorflow']",1,male,Asian
742,Julie George,"TensorFlow, Pytorch, Python, NLP",7,B.Sc,AWS Certified,AI Researcher,Hire,55614,4,100,"['tensorflow', 'pytorch', 'python', 'nlp']",1,female,unknown
743,Suzanne Watson,"React, SQL, C++, Java",0,B.Sc,Google ML,Software Engineer,Reject,118032,2,40,"['react', 'sql', 'c++', 'java']",0,female,unknown
744,Steve Smith,"Deep Learning, SQL, Python, Machine Learning",5,M.Tech,AWS Certified,Data Scientist,Hire,97148,1,85,"['deep learning', 'sql', 'python', 'machine learning']",1,male,unknown
745,Nicole Austin,"Pytorch, NLP, TensorFlow",7,B.Sc,Deep Learning Specialization,AI Researcher,Hire,106421,2,100,"['pytorch', 'nlp', 'tensorflow']",1,female,unknown
746,Megan Peterson,"Java, C++, React",0,PhD,Deep Learning Specialization,Software Engineer,Reject,118475,2,35,"['java', 'c++', 'react']",0,female,unknown
747,Susan Andrews,"NLP, TensorFlow",6,B.Tech,Google ML,AI Researcher,Hire,106122,10,100,"['nlp', 'tensorflow']",1,female,unknown
748,Ryan Arnold,"NLP, Pytorch, Python",2,B.Sc,AWS Certified,AI Researcher,Hire,45134,10,95,"['nlp', 'pytorch', 'python']",1,male,unknown
749,Jessica Porter,"NLP, Pytorch, TensorFlow",2,PhD,Deep Learning Specialization,AI Researcher,Reject,47573,3,60,"['nlp', 'pytorch', 'tensorflow']",0,female,unknown
750,Christopher Smith,"C++, React, Java, SQL",1,M.Tech,None,Software Engineer,Reject,58823,3,45,"['c++', 'react', 'java', 'sql']",0,male,unknown
751,Thomas Ramos,"Cybersecurity, Networking, Linux",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,107124,2,100,"['cybersecurity', 'networking', 'linux']",1,male,Hispanic
752,Jacob Brown,"Deep Learning, Python, SQL",4,B.Tech,None,Data Scientist,Hire,90584,3,70,"['deep learning', 'python', 'sql']",1,male,unknown
753,Melissa Preston,"React, C++, SQL, Java",9,PhD,Deep Learning Specialization,Software Engineer,Hire,68203,9,100,"['react', 'c++', 'sql', 'java']",1,female,unknown
754,Kevin Carlson,"Machine Learning, Python, Deep Learning",0,B.Tech,Deep Learning Specialization,Data Scientist,Reject,91454,1,30,"['machine learning', 'python', 'deep learning']",0,male,unknown
755,Jesse Bird,"Python, Pytorch, TensorFlow",9,MBA,AWS Certified,AI Researcher,Hire,97312,1,100,"['python', 'pytorch', 'tensorflow']",1,male,unknown
756,Alyssa Rivera,"C++, Java",5,B.Tech,Deep Learning Specialization,Software Engineer,Hire,116922,0,70,"['c++', 'java']",1,female,Hispanic
757,Michelle Nolan,"Python, Pytorch, TensorFlow, NLP",6,PhD,Deep Learning Specialization,AI Researcher,Hire,71832,4,100,"['python', 'pytorch', 'tensorflow', 'nlp']",1,female,unknown
758,Randy Williams,"Pytorch, Python, TensorFlow",0,B.Tech,None,AI Researcher,Reject,88958,4,35,"['pytorch', 'python', 'tensorflow']",0,male,unknown
759,Eric Jimenez,"NLP, TensorFlow, Pytorch, Python",6,B.Tech,Google ML,AI Researcher,Hire,75755,0,90,"['nlp', 'tensorflow', 'pytorch', 'python']",1,male,Hispanic
760,Janice Mann,"Deep Learning, SQL",1,MBA,Google ML,Data Scientist,Reject,71365,6,60,"['deep learning', 'sql']",0,female,unknown
761,Reginald Hernandez,"Ethical Hacking, Linux, Cybersecurity, Networking",6,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,85255,10,100,"['ethical hacking', 'linux', 'cybersecurity', 'networking']",1,male,Hispanic
762,Shane Thomas,"Machine Learning, Deep Learning, SQL",6,M.Tech,None,Data Scientist,Hire,41610,7,100,"['machine learning', 'deep learning', 'sql']",1,male,unknown
763,Mr. Johnathan Garcia,"SQL, Java, React",2,B.Tech,None,Software Engineer,Reject,82150,4,55,"['sql', 'java', 'react']",0,male,Hispanic
764,Thomas Moore,"SQL, Deep Learning",6,B.Tech,Deep Learning Specialization,Data Scientist,Hire,116832,1,85,"['sql', 'deep learning']",1,male,unknown
765,Carrie Vazquez,"SQL, Deep Learning, Python",0,B.Tech,Google ML,Data Scientist,Reject,93534,5,50,"['sql', 'deep learning', 'python']",0,female,Hispanic
766,Nicholas Stevens,"Python, TensorFlow, NLP",1,MBA,AWS Certified,AI Researcher,Hire,52956,8,75,"['python', 'tensorflow', 'nlp']",1,male,unknown
767,Angelica Copeland,"Ethical Hacking, Cybersecurity",0,MBA,AWS Certified,Cybersecurity Analyst,Reject,68407,4,40,"['ethical hacking', 'cybersecurity']",0,female,unknown
768,Ashley Peck,"React, SQL, Java, C++",5,B.Sc,Deep Learning Specialization,Software Engineer,Hire,75828,4,100,"['react', 'sql', 'java', 'c++']",1,female,unknown
769,Robin Bradford,"Python, Deep Learning, SQL, Machine Learning",9,MBA,None,Data Scientist,Hire,93197,0,100,"['python', 'deep learning', 'sql', 'machine learning']",1,unknown,unknown
770,Danielle York,"SQL, Python",8,MBA,AWS Certified,Data Scientist,Hire,104379,6,100,"['sql', 'python']",1,female,unknown
771,Dr. Bradley Rogers,"Networking, Linux, Cybersecurity, Ethical Hacking",6,PhD,Google ML,Cybersecurity Analyst,Hire,58947,8,100,"['networking', 'linux', 'cybersecurity', 'ethical hacking']",1,male,unknown
772,Matthew Price,"TensorFlow, Pytorch, Python",9,PhD,Google ML,AI Researcher,Hire,75101,2,100,"['tensorflow', 'pytorch', 'python']",1,male,unknown
773,Trevor Sampson,"SQL, Machine Learning",1,PhD,Deep Learning Specialization,Data Scientist,Reject,95743,4,50,"['sql', 'machine learning']",0,male,unknown
774,Steve Olson,"Python, Pytorch, TensorFlow",0,MBA,Deep Learning Specialization,AI Researcher,Reject,54236,6,55,"['python', 'pytorch', 'tensorflow']",0,male,unknown
775,Amy White,"Machine Learning, Deep Learning, Python, SQL",4,B.Sc,None,Data Scientist,Hire,51928,8,100,"['machine learning', 'deep learning', 'python', 'sql']",1,female,unknown
776,Sara Ward,"TensorFlow, Python, Pytorch, NLP",2,PhD,Deep Learning Specialization,AI Researcher,Hire,116970,3,65,"['tensorflow', 'python', 'pytorch', 'nlp']",1,female,unknown
777,Traci Austin,"Python, SQL, Deep Learning, Machine Learning",10,M.Tech,Deep Learning Specialization,Data Scientist,Hire,110158,8,100,"['python', 'sql', 'deep learning', 'machine learning']",1,female,unknown
778,Megan Juarez,"SQL, C++, Java",6,B.Sc,None,Software Engineer,Hire,113366,4,95,"['sql', 'c++', 'java']",1,female,Hispanic
779,Matthew Smith,"Deep Learning, Machine Learning, Python",10,B.Tech,None,Data Scientist,Hire,58090,4,100,"['deep learning', 'machine learning', 'python']",1,male,unknown
780,Martin Norris,"Java, React, C++",10,M.Tech,None,Software Engineer,Hire,74425,5,100,"['java', 'react', 'c++']",1,male,unknown
781,Paul Torres,"Python, NLP, Pytorch, TensorFlow",6,PhD,Deep Learning Specialization,AI Researcher,Hire,65650,3,100,"['python', 'nlp', 'pytorch', 'tensorflow']",1,male,Hispanic
782,Dennis Hunt,"Python, SQL",0,B.Tech,Google ML,Data Scientist,Hire,76195,10,70,"['python', 'sql']",1,male,unknown
783,Miss Katherine Olson DDS,"SQL, C++",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,61986,5,100,"['sql', 'c++']",1,female,unknown
784,Tabitha Mcgee,"Ethical Hacking, Cybersecurity",5,PhD,Google ML,Cybersecurity Analyst,Hire,92506,5,95,"['ethical hacking', 'cybersecurity']",1,female,unknown
785,Sharon Murray,"Linux, Ethical Hacking",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,111508,7,100,"['linux', 'ethical hacking']",1,female,unknown
786,Jonathan Edwards,"Python, Pytorch, TensorFlow, NLP",9,M.Tech,None,AI Researcher,Hire,67670,9,100,"['python', 'pytorch', 'tensorflow', 'nlp']",1,male,unknown
787,Amy Campbell,"Python, Deep Learning",9,B.Tech,AWS Certified,Data Scientist,Hire,108567,1,100,"['python', 'deep learning']",1,female,unknown
788,Jacob Duncan,"Networking, Linux, Ethical Hacking, Cybersecurity",7,PhD,None,Cybersecurity Analyst,Hire,92893,7,100,"['networking', 'linux', 'ethical hacking', 'cybersecurity']",1,male,unknown
789,Christina Sanchez,"TensorFlow, NLP",3,B.Tech,Google ML,AI Researcher,Hire,74914,10,100,"['tensorflow', 'nlp']",1,female,Hispanic
790,Yvonne Maynard,"Linux, Cybersecurity",9,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,78574,7,100,"['linux', 'cybersecurity']",1,female,unknown
791,Kimberly Clark,"Java, C++, SQL",10,MBA,None,Software Engineer,Hire,53207,1,100,"['java', 'c++', 'sql']",1,female,unknown
792,Kendra Delacruz,"Deep Learning, Machine Learning, SQL, Python",1,PhD,None,Data Scientist,Hire,108185,8,70,"['deep learning', 'machine learning', 'sql', 'python']",1,female,Hispanic
793,Tom Bennett,"SQL, Deep Learning, Python, Machine Learning",6,MBA,Google ML,Data Scientist,Hire,107075,8,100,"['sql', 'deep learning', 'python', 'machine learning']",1,male,unknown
794,Jennifer Hess,"SQL, Deep Learning, Python, Machine Learning",7,M.Tech,None,Data Scientist,Hire,71964,7,100,"['sql', 'deep learning', 'python', 'machine learning']",1,female,unknown
795,Jason Mayer,"TensorFlow, Python, NLP, Pytorch",10,B.Sc,Deep Learning Specialization,AI Researcher,Hire,82119,2,100,"['tensorflow', 'python', 'nlp', 'pytorch']",1,male,unknown
796,Stephen Mills,"React, Java, C++, SQL",3,PhD,Google ML,Software Engineer,Hire,63537,2,70,"['react', 'java', 'c++', 'sql']",1,male,unknown
797,Deborah Lynch,"Networking, Cybersecurity, Ethical Hacking",7,PhD,None,Cybersecurity Analyst,Hire,54150,0,85,"['networking', 'cybersecurity', 'ethical hacking']",1,female,unknown
798,Matthew Sandoval,"Ethical Hacking, Networking, Cybersecurity",1,M.Tech,None,Cybersecurity Analyst,Hire,47674,9,70,"['ethical hacking', 'networking', 'cybersecurity']",1,male,Hispanic
799,Elizabeth Smith,"SQL, Java, C++",4,B.Tech,Deep Learning Specialization,Software Engineer,Hire,113251,8,100,"['sql', 'java', 'c++']",1,female,unknown
800,James Allen,"Machine Learning, SQL, Python, Deep Learning",7,B.Tech,Google ML,Data Scientist,Hire,71459,0,100,"['machine learning', 'sql', 'python', 'deep learning']",1,male,unknown
801,Scott Kaiser,"TensorFlow, NLP, Pytorch, Python",8,M.Tech,Google ML,AI Researcher,Hire,53090,6,100,"['tensorflow', 'nlp', 'pytorch', 'python']",1,male,unknown
802,James Baker,"Networking, Ethical Hacking",6,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,107340,7,100,"['networking', 'ethical hacking']",1,male,unknown
803,Maria Bell,"Deep Learning, Python, SQL, Machine Learning",8,MBA,None,Data Scientist,Hire,115812,5,100,"['deep learning', 'python', 'sql', 'machine learning']",1,female,unknown
804,Jason West,"SQL, C++",1,B.Tech,AWS Certified,Software Engineer,Hire,45422,10,80,"['sql', 'c++']",1,male,unknown
